Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_673.jpg;-2.014668;0;0;0;99.66999;85.58902;0.0002620756;229.8942;-5.316631E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_739.jpg;-6.065713;0;0;0;99.66999;85.58902;0.0002615517;229.0463;-5.092389E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_806.jpg;-10.08468;0;0;0;99.66999;85.58902;0.0002598694;226.872;-4.285421E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_873.jpg;-14.04844;0;0;0;99.66999;85.58902;0.0002585925;224.4639;-3.316008E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_940.jpg;-15;0;0;0;99.66999;85.58902;0.000256604;221.7639;-2.286068E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_007.jpg;-15;0;0;0;99.66999;85.58902;0.0002521727;218.1638;-9.580689E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_073.jpg;-15;0;0;0;99.66999;85.58902;0.0002488101;215.4639;-1.004099E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_139.jpg;-15;0;0;0;99.66999;85.58902;0.0002444395;212.7639;6.323424E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_208.jpg;-15;0;0;0;99.66999;85.58902;0.00023776;209.1639;1.344885E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_275.jpg;-15;0;0;0;99.66999;85.58902;0.0002317593;206.4639;1.838883E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_357.jpg;-15;0;0;0;99.66999;85.58902;0.000227039;202.8639;2.18864E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_448.jpg;-15;0;0;0;99.66999;85.58902;0.0002222356;198.3638;2.469898E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_508.jpg;-15;0;0;0;99.66999;85.58902;0.0002205812;195.6638;2.613843E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_575.jpg;-15;0;0;0;99.66999;85.58902;0.0002205121;192.9638;2.576606E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_642.jpg;-15;0;0;0;99.66999;85.58902;0.0002208157;190.2638;2.479581E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_707.jpg;-15;0;0;0;99.66999;85.58902;0.0002220507;186.6638;2.40369E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_775.jpg;-12.98029;0;0;0;99.66998;85.58902;0.0002228439;184.2061;2.231271E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_841.jpg;-8.984107;0;0;0;99.66998;85.58902;0.0002246995;182.3528;1.848791E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_908.jpg;-4.997283;0;0;0;99.66998;85.58902;0.0002288094;180.9181;8.958395E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_12_974.jpg;-0.9755297;0;0;0;99.66998;85.58902;0.0002323578;180.6236;3.203345E-07
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_041.jpg;0;0;0;0;99.66998;85.58902;0.000236602;180.6236;-1.019235E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_13_107.jpg;3.973458;0;0;0;99.66998;85.58902;0.0002404893;181.3448;-2.535343E-05
